Age,Avg_BPM,BMI,Calories_Burned,Experience_Level,Fat_Percentage,Gender,Height (m),Max_BPM,Resting_BPM,Session_Duration (hours),Water_Intake (liters),Weight (kg),Workout_Frequency (days/week),Workout_Type
27,142,21.23,895.0,2,34.5,Female,1.58,166,62,1.26,1.8,53.0,4,Cardio
43,163,17.32,831.0,1,24.7,Male,1.88,175,68,1.03,2.9,61.2,3,Yoga
36,144,17.25,886.0,1,33.7,Female,1.68,194,56,1.23,1.6,48.7,3,Yoga
56,146,17.51,848.0,1,33.1,Female,1.7,175,58,1.29,2.3,50.6,2,Strength
20,160,24.26,1016.0,2,34.8,Female,1.73,199,68,1.27,2.5,72.6,3,HIIT
30,125,28.93,644.0,2,34.3,Female,1.56,171,62,1.03,2.4,70.4,4,Yoga
45,153,14.85,818.0,2,29.0,Male,1.88,194,71,1.08,2.9,52.5,4,Strength
37,128,24.35,957.0,2,27.3,Male,1.77,180,57,1.36,2.1,76.3,4,HIIT
45,168,16.5,1111.0,1,28.7,Female,1.58,195,71,1.47,2.6,41.2,2,HIIT
25,152,17.85,1186.0,3,15.5,Female,1.76,176,67,1.56,2.7,55.3,4,Yoga
58,125,17.82,776.0,2,31.9,Female,1.67,191,72,1.38,2.3,49.7,4,Strength
56,156,13.81,525.0,1,29.8,Male,1.87,165,51,0.68,3.3,48.3,3,HIIT
18,150,21.66,1510.0,3,13.6,Male,1.96,183,67,1.83,3.5,83.2,4,HIIT
20,153,40.26,850.0,2,29.3,Male,1.73,186,67,1.01,3.4,120.5,3,Cardio
30,160,30.4,1091.0,2,28.0,Male,2.0,179,60,1.24,3.3,121.6,4,Cardio
45,148,23.84,759.0,2,26.6,Female,1.75,184,50,1.14,2.0,73.0,4,Yoga
42,133,20.62,1053.0,3,16.2,Female,1.67,161,63,1.76,2.7,57.5,5,Cardio
50,155,18.24,983.0,2,28.4,Female,1.53,168,65,1.41,2.4,42.7,4,Strength
55,155,43.4,529.0,1,21.7,Male,1.73,187,60,0.69,3.1,129.9,3,Yoga
23,134,29.46,656.0,1,25.8,Male,1.92,197,50,0.89,3.5,108.6,2,Yoga
49,127,22.15,1150.0,3,14.9,Male,2.0,162,56,1.83,3.5,88.6,4,Cardio
38,145,21.8,906.0,1,32.6,Female,1.51,179,65,1.25,2.5,49.7,3,HIIT
33,155,23.78,822.0,1,29.2,Female,1.54,165,63,1.06,1.5,56.4,3,Strength
38,167,15.49,946.0,2,20.0,Male,1.74,198,64,1.03,2.6,46.9,4,Strength
28,140,25.57,1022.0,2,28.1,Female,1.67,192,63,1.46,1.5,71.3,4,Strength
54,147,20.7,830.0,2,25.3,Male,1.86,160,70,1.14,2.2,71.6,3,Yoga
53,123,31.75,1139.0,3,11.6,Male,1.61,196,60,1.87,3.5,82.3,5,Strength
52,135,24.72,826.0,1,26.1,Female,1.69,165,65,1.36,2.2,70.6,3,HIIT
36,141,41.84,651.0,1,24.4,Male,1.62,193,68,0.84,3.5,109.8,3,HIIT
37,131,25.73,354.0,1,27.5,Female,1.69,174,66,0.54,1.6,73.5,2,Cardio
35,135,25.01,1322.0,3,14.5,Male,1.85,185,55,1.78,3.5,85.6,5,Strength
58,159,26.43,737.0,2,26.0,Female,1.68,173,60,1.03,2.0,74.6,4,Yoga
31,157,19.51,463.0,1,25.5,Female,1.8,166,66,0.59,2.6,63.2,2,Cardio
32,161,23.56,1344.0,3,15.0,Female,1.63,190,58,1.67,2.7,62.6,5,HIIT
48,156,28.12,1398.0,3,11.6,Male,1.76,183,67,1.81,3.5,87.1,5,Strength
18,148,24.31,1408.0,3,13.3,Male,1.84,190,66,1.73,3.5,82.3,5,HIIT
20,137,20.29,1171.0,3,18.7,Female,1.78,188,61,1.71,2.7,64.3,4,Cardio
33,129,19.49,806.0,1,29.5,Female,1.66,191,72,1.25,2.5,53.7,3,HIIT
40,161,15.75,1257.0,2,26.8,Male,2.0,176,71,1.42,2.9,63.0,4,Strength
28,158,37.11,921.0,2,23.6,Male,1.86,173,71,1.06,3.3,128.4,4,Strength
29,137,24.64,1319.0,3,13.3,Male,1.89,199,54,1.75,3.5,88.0,5,Cardio
27,120,27.57,714.0,2,25.4,Female,1.52,195,60,1.19,2.1,63.7,4,Strength
49,158,23.94,1009.0,2,23.9,Male,1.87,183,53,1.29,2.3,83.7,4,HIIT
33,140,33.5,1078.0,2,27.9,Male,1.75,186,53,1.4,2.2,102.6,3,HIIT
25,120,32.34,330.0,1,33.0,Female,1.55,184,52,0.55,1.7,77.7,2,Yoga
55,134,24.76,789.0,2,27.2,Male,1.88,191,73,1.19,2.6,87.5,4,Yoga
29,123,25.15,1028.0,3,11.0,Male,1.86,177,72,1.52,3.5,87.0,4,Yoga
41,139,30.05,1355.0,3,11.2,Male,1.66,177,74,1.97,3.5,82.8,5,HIIT
45,129,23.17,441.0,1,35.0,Female,1.68,196,66,0.76,2.6,65.4,3,HIIT
25,142,16.14,632.0,1,26.0,Female,1.71,185,56,0.89,2.5,47.2,2,Cardio
45,160,20.14,684.0,1,26.8,Female,1.7,168,53,0.95,2.0,58.2,3,Yoga
53,153,30.59,806.0,2,26.3,Female,1.55,194,72,1.17,2.1,73.5,4,HIIT
43,165,18.44,1240.0,3,16.6,Female,1.73,167,62,1.67,2.7,55.2,5,Cardio
25,167,22.02,935.0,1,27.1,Female,1.71,179,61,1.12,1.8,64.4,3,HIIT
45,152,24.28,807.0,2,30.0,Female,1.74,181,50,1.18,2.3,73.5,4,Cardio
45,153,27.35,1287.0,3,12.4,Male,1.81,178,70,1.7,3.5,89.6,5,Yoga
54,158,27.92,1158.0,2,29.0,Male,1.76,189,68,1.48,3.4,86.5,3,Yoga
58,129,16.53,743.0,2,25.3,Female,1.67,187,70,1.28,1.8,46.1,4,Yoga
53,139,17.65,894.0,2,23.2,Male,1.97,194,69,1.3,2.1,68.5,3,HIIT
44,120,27.94,748.0,2,26.0,Male,1.84,170,67,1.26,3.1,94.6,4,HIIT
34,132,23.46,746.0,1,31.0,Female,1.52,190,60,1.13,2.2,54.2,3,Cardio
26,120,15.23,759.0,2,24.8,Male,1.77,198,69,1.15,2.7,47.7,3,Strength
50,124,15.42,847.0,2,28.2,Male,1.84,195,52,1.38,3.1,52.2,4,Strength
37,135,23.35,1173.0,3,10.3,Male,1.95,189,66,1.58,3.5,88.8,5,Yoga
30,134,35.79,1076.0,2,28.2,Male,1.68,182,61,1.46,2.9,101.0,4,Strength
45,168,31.14,881.0,2,24.9,Male,1.95,178,59,1.06,2.4,118.4,3,Yoga
46,147,16.19,933.0,1,26.3,Female,1.72,171,57,1.41,2.0,47.9,3,Cardio
30,150,17.01,810.0,2,33.9,Female,1.74,174,64,1.08,2.0,51.5,3,Strength
52,142,35.04,479.0,1,31.5,Female,1.51,190,54,0.75,2.6,79.9,3,Strength
23,167,35.44,661.0,1,21.6,Male,1.85,196,53,0.72,3.6,121.3,2,Yoga
35,164,29.34,1050.0,2,25.3,Female,1.64,196,70,1.28,2.6,78.9,4,Cardio
22,162,33.72,1675.0,3,10.7,Male,1.62,174,69,1.88,3.5,88.5,5,Strength
42,136,27.66,350.0,1,26.1,Male,1.63,188,68,0.52,3.2,73.5,3,Strength
19,168,34.34,1173.0,2,21.8,Male,1.93,185,70,1.27,3.0,127.9,4,Strength
27,153,22.57,1515.0,3,11.1,Male,1.98,161,53,1.8,3.5,88.5,4,Cardio
47,132,16.54,303.0,1,25.3,Female,1.62,179,64,0.51,2.3,43.4,3,Cardio
22,133,17.59,978.0,2,32.2,Female,1.56,174,66,1.47,2.6,42.8,3,Strength
50,130,20.13,753.0,2,28.1,Male,1.79,163,61,1.17,2.4,64.5,4,Yoga
18,147,21.66,948.0,2,33.0,Female,1.53,181,52,1.29,2.1,50.7,3,Yoga
35,161,21.48,1151.0,1,21.3,Male,1.66,197,59,1.3,3.2,59.2,3,Strength
49,151,26.36,938.0,1,34.0,Female,1.73,182,64,1.38,2.3,78.9,2,Cardio
28,154,29.62,847.0,2,31.7,Female,1.63,185,59,1.1,1.8,78.7,3,Strength
38,150,18.64,1081.0,2,29.0,Male,1.92,170,73,1.31,3.0,68.7,4,Cardio
43,136,21.0,502.0,1,29.5,Female,1.59,187,72,0.82,2.5,53.1,2,Strength
42,166,23.8,904.0,2,24.4,Male,1.65,161,67,1.1,2.8,64.8,3,Cardio
39,128,19.41,749.0,1,32.8,Female,1.61,167,50,1.17,2.5,50.3,2,HIIT
44,129,38.5,856.0,2,20.9,Male,1.63,188,52,1.34,2.6,102.3,4,Yoga
30,127,17.06,789.0,1,25.2,Male,1.92,170,70,1.13,3.6,62.9,2,HIIT
50,140,22.07,1184.0,3,19.2,Female,1.6,196,61,1.88,2.7,56.5,5,Yoga
51,132,31.05,422.0,1,33.3,Female,1.55,177,50,0.71,2.1,74.6,2,Cardio
58,169,16.23,937.0,1,29.6,Male,1.79,173,52,1.12,3.0,52.0,3,HIIT
52,124,18.68,837.0,1,32.0,Female,1.67,169,52,1.5,1.5,52.1,2,Yoga
18,125,30.44,606.0,1,27.1,Female,1.54,194,54,0.97,1.7,72.2,2,Strength
38,149,26.48,1410.0,3,10.1,Male,1.8,168,68,1.72,3.5,85.8,4,Cardio
23,150,23.78,1320.0,3,12.4,Male,1.85,194,74,1.6,3.5,81.4,4,Cardio
45,136,18.7,887.0,1,30.1,Female,1.65,170,50,1.45,2.3,50.9,2,Strength
34,130,16.41,987.0,2,22.4,Male,1.78,171,53,1.38,2.7,52.0,4,Strength
22,139,19.06,1086.0,2,21.2,Male,1.93,162,53,1.42,2.9,71.0,4,Yoga
48,167,25.73,1248.0,3,12.9,Male,1.77,198,66,1.51,3.5,80.6,4,Cardio
22,128,19.71,640.0,2,32.6,Female,1.72,173,63,1.0,1.6,58.3,3,Yoga
55,121,21.8,719.0,1,34.9,Female,1.7,187,67,1.32,2.5,63.0,3,Strength
20,156,29.49,875.0,2,27.6,Male,1.94,170,50,1.02,3.3,111.0,4,Cardio
40,120,19.09,762.0,2,32.9,Female,1.66,198,71,1.27,1.7,52.6,3,Strength
54,123,29.1,688.0,1,26.2,Male,2.0,184,65,1.13,3.1,116.4,3,Yoga
54,155,29.17,983.0,2,34.9,Female,1.61,180,52,1.41,2.5,75.6,4,Yoga
27,144,19.01,1172.0,1,26.4,Male,1.8,169,72,1.48,3.1,61.6,2,Yoga
27,122,33.33,926.0,2,28.6,Male,1.8,174,70,1.38,2.5,108.0,4,Cardio
36,128,19.36,634.0,1,34.5,Female,1.75,178,58,0.99,2.3,59.3,3,Strength
34,141,20.11,915.0,2,29.3,Male,1.94,181,72,1.18,2.4,75.7,4,Strength
38,142,21.99,859.0,2,28.8,Female,1.6,180,53,1.21,1.9,56.3,4,Yoga
31,131,19.45,766.0,2,25.8,Female,1.73,191,70,1.17,1.8,58.2,3,Yoga
26,129,19.73,802.0,1,21.7,Male,1.68,182,54,1.13,2.9,55.7,3,Yoga
18,153,45.14,1229.0,2,20.6,Male,1.67,172,60,1.46,2.2,125.9,3,Yoga
30,162,22.48,826.0,2,26.1,Female,1.67,164,70,1.02,2.6,62.7,4,HIIT
21,129,25.03,972.0,2,21.8,Male,1.86,163,58,1.37,2.6,86.6,3,HIIT
18,149,19.47,983.0,2,23.4,Male,1.82,187,52,1.2,2.4,64.5,3,HIIT
57,141,22.14,796.0,2,25.4,Male,1.86,173,55,1.14,2.8,76.6,4,Yoga
49,125,24.31,1225.0,3,13.6,Male,1.83,167,73,1.98,3.5,81.4,5,Yoga
51,169,20.76,954.0,1,22.1,Male,1.71,168,60,1.14,2.5,60.7,2,Strength
45,121,23.81,909.0,3,18.4,Female,1.55,194,58,1.67,2.7,57.2,5,Cardio
48,149,28.88,798.0,2,32.0,Female,1.59,196,64,1.19,2.1,73.0,3,Strength
25,121,31.26,752.0,1,25.6,Male,1.99,180,72,1.13,2.6,123.8,3,HIIT
56,151,33.97,1024.0,1,29.0,Male,1.66,177,52,1.37,2.2,93.6,2,Strength
43,161,20.83,988.0,1,21.1,Male,1.92,192,50,1.24,2.5,76.8,3,Yoga
51,135,23.37,674.0,2,26.8,Female,1.53,167,69,1.11,2.0,54.7,4,HIIT
20,131,24.52,821.0,2,24.3,Male,1.94,176,71,1.14,2.1,92.3,3,HIIT
29,120,29.89,720.0,2,26.3,Female,1.55,190,68,1.2,2.4,71.8,4,Cardio
18,127,27.14,679.0,2,30.7,Female,1.57,193,63,1.07,2.2,66.9,3,Cardio
22,167,15.72,1144.0,2,29.0,Female,1.76,165,66,1.37,2.2,48.7,4,HIIT
47,169,22.64,1188.0,1,22.8,Male,1.71,181,71,1.42,2.9,66.2,3,HIIT
47,132,12.91,475.0,1,26.7,Female,1.76,173,63,0.8,2.2,40.0,3,Strength
34,134,32.84,870.0,2,23.4,Male,1.85,162,66,1.18,3.6,112.4,4,HIIT
40,163,29.14,693.0,1,31.1,Female,1.55,171,74,0.85,1.5,70.0,3,Yoga
32,127,27.74,1013.0,1,25.8,Male,1.74,195,63,1.45,2.1,84.0,3,Strength
54,129,16.09,749.0,2,26.6,Female,1.65,171,61,1.29,1.7,43.8,4,Yoga
38,165,46.98,1216.0,2,21.2,Male,1.62,161,65,1.34,2.3,123.3,4,Yoga
31,124,23.79,1116.0,3,15.1,Female,1.56,161,50,1.8,2.7,57.9,5,Yoga
19,169,21.45,1766.0,3,10.1,Male,1.96,174,62,1.9,3.5,82.4,5,HIIT
28,138,26.47,1025.0,2,28.8,Male,1.79,182,55,1.35,2.3,84.8,4,Cardio
56,166,39.77,1060.0,2,20.5,Male,1.66,188,66,1.29,3.1,109.6,3,Cardio
55,157,27.58,777.0,2,27.3,Male,1.77,176,61,1.0,2.8,86.4,3,Yoga
51,130,19.72,626.0,2,33.7,Female,1.8,191,72,1.07,2.7,63.9,4,HIIT
55,162,26.98,394.0,1,26.0,Female,1.62,166,68,0.54,1.8,70.8,3,Strength
51,139,41.34,950.0,2,24.4,Male,1.67,189,55,1.38,2.5,115.3,3,Yoga
35,139,22.72,1188.0,3,19.8,Female,1.56,187,56,1.71,2.7,55.3,5,Strength
47,140,22.81,942.0,1,28.3,Male,1.8,173,50,1.36,3.7,73.9,3,Strength
32,137,25.33,1025.0,2,24.9,Male,1.96,189,50,1.36,3.4,97.3,3,HIIT
44,169,22.19,966.0,2,32.6,Female,1.65,176,54,1.27,2.1,60.4,4,HIIT
51,129,19.02,868.0,1,28.3,Male,1.61,191,55,1.36,2.9,49.3,2,Cardio
55,153,28.97,1091.0,1,23.5,Male,1.78,165,65,1.44,3.4,91.8,3,Cardio
50,145,30.63,581.0,1,33.9,Female,1.55,183,74,0.89,2.1,73.6,3,HIIT
41,149,14.87,929.0,1,24.7,Male,1.78,165,65,1.26,2.4,47.1,3,Yoga
32,128,24.84,408.0,1,25.3,Male,1.62,186,63,0.58,3.4,65.2,2,Cardio
47,165,32.42,1634.0,3,15.0,Male,1.64,177,50,2.0,3.5,87.2,4,Strength
59,150,33.07,423.0,1,28.4,Male,1.71,183,62,0.57,2.9,96.7,3,Yoga
34,161,18.09,821.0,2,28.6,Female,1.61,196,69,1.02,1.7,46.9,3,Strength
22,123,27.47,849.0,1,25.1,Female,1.62,183,59,1.38,2.1,72.1,3,HIIT
46,125,26.35,906.0,3,18.1,Female,1.54,197,73,1.61,2.7,62.5,4,Strength
21,133,38.76,775.0,1,27.0,Male,1.69,193,59,1.06,2.7,110.7,3,Yoga
27,123,30.64,954.0,2,26.5,Male,1.83,199,58,1.41,3.5,102.6,3,HIIT
34,145,24.5,1276.0,3,19.8,Female,1.62,174,62,1.76,2.7,64.3,5,Yoga
27,166,31.13,1598.0,3,14.3,Male,1.61,170,52,1.75,3.5,80.7,4,Strength
34,167,35.19,1249.0,1,24.5,Male,1.81,181,67,1.36,2.2,115.3,2,Yoga
37,158,30.74,1573.0,3,10.3,Male,1.69,183,69,1.81,3.5,87.8,5,HIIT
41,136,28.66,714.0,2,24.8,Male,1.61,160,51,1.06,3.5,74.3,4,Strength
22,138,27.16,938.0,2,31.9,Female,1.7,177,66,1.36,2.1,78.5,4,Strength
51,168,30.96,733.0,1,31.1,Female,1.58,171,68,0.97,2.0,77.3,2,Cardio
23,125,22.32,319.0,1,30.4,Female,1.7,187,72,0.51,1.7,64.5,2,Cardio
19,148,19.13,952.0,2,24.7,Male,1.94,199,62,1.17,3.2,72.0,3,Yoga
30,130,24.87,916.0,2,27.9,Female,1.77,166,62,1.41,2.6,77.9,4,Cardio
28,135,27.88,1006.0,2,27.8,Female,1.58,182,50,1.49,2.0,69.6,3,Cardio
40,149,17.4,951.0,2,25.0,Male,1.99,180,51,1.16,2.4,68.9,4,Cardio
33,144,12.85,1148.0,2,21.6,Male,1.89,193,50,1.45,2.9,45.9,3,Cardio
48,159,23.88,537.0,1,28.4,Female,1.69,170,73,0.75,2.5,68.2,3,HIIT
28,130,31.49,968.0,2,28.2,Female,1.59,181,54,1.49,1.5,79.6,3,HIIT
33,126,23.2,643.0,1,30.9,Female,1.52,194,73,1.02,2.3,53.6,2,Cardio
25,145,23.11,986.0,2,25.7,Female,1.58,188,52,1.36,2.2,57.7,3,Yoga
21,141,19.92,1024.0,2,28.3,Male,1.93,187,56,1.32,2.5,74.2,3,HIIT
57,144,26.46,985.0,3,17.8,Female,1.56,177,73,1.52,2.7,64.4,5,Cardio
21,138,17.33,380.0,1,31.7,Female,1.78,173,71,0.55,2.0,54.9,2,HIIT
42,150,18.7,468.0,1,27.0,Male,1.64,177,62,0.63,2.4,50.3,3,Strength
20,145,16.48,660.0,1,27.9,Female,1.68,187,72,0.91,2.4,46.5,2,HIIT
49,161,14.6,741.0,1,24.7,Male,1.99,183,67,0.93,3.1,57.8,3,HIIT
20,160,25.62,695.0,1,29.6,Male,1.8,167,73,0.79,2.9,83.0,2,Yoga
44,155,25.75,1159.0,3,13.8,Male,1.79,167,70,1.51,3.5,82.5,5,HIIT
46,142,22.22,709.0,1,34.7,Female,1.73,163,56,1.11,2.0,66.5,3,Yoga
49,166,25.17,695.0,1,32.5,Female,1.67,186,50,0.93,1.8,70.2,3,Strength
36,132,32.73,1082.0,2,21.8,Male,1.93,195,54,1.49,3.4,121.9,3,Cardio
38,144,30.43,857.0,2,25.6,Female,1.52,164,66,1.19,2.0,70.3,4,Yoga
22,121,16.56,877.0,2,30.8,Female,1.56,192,57,1.45,2.1,40.3,4,HIIT
35,121,32.74,559.0,1,23.6,Male,1.76,193,64,0.84,2.9,101.4,2,HIIT
45,135,20.83,982.0,2,22.8,Male,1.95,189,69,1.47,2.8,79.2,3,Yoga
59,128,24.19,841.0,1,33.1,Female,1.77,167,53,1.46,1.8,75.8,3,Strength
39,147,20.29,445.0,1,23.7,Male,1.88,198,51,0.55,2.2,71.7,2,Cardio
38,132,23.71,1082.0,3,16.6,Female,1.56,185,54,1.64,2.7,57.7,5,HIIT
23,154,18.52,585.0,1,33.5,Female,1.6,196,50,0.76,1.6,47.4,3,Strength
18,160,18.68,1032.0,2,33.5,Female,1.75,193,74,1.29,2.4,57.2,3,Cardio
22,132,15.14,977.0,2,28.6,Female,1.72,166,54,1.48,1.8,44.8,4,Cardio
58,150,30.49,668.0,1,28.3,Male,1.72,199,55,0.9,2.1,90.2,2,HIIT
29,140,28.7,1378.0,3,14.3,Male,1.72,187,51,1.79,3.5,84.9,4,Yoga
43,151,30.55,807.0,1,24.2,Male,1.77,198,50,1.08,3.4,95.7,3,HIIT
51,153,21.67,924.0,2,20.7,Male,1.65,198,53,1.22,2.3,59.0,3,HIIT
31,127,19.31,1092.0,3,15.0,Female,1.77,187,56,1.72,2.7,60.5,4,HIIT
43,160,18.19,742.0,2,30.2,Female,1.72,173,71,1.03,2.3,53.8,4,Strength
44,167,22.31,1372.0,3,11.7,Male,1.97,197,50,1.66,3.5,86.6,5,Yoga
26,121,26.1,829.0,1,35.0,Female,1.67,163,50,1.37,1.9,72.8,2,Strength
43,157,21.16,1046.0,2,32.7,Female,1.77,177,57,1.48,1.7,66.3,4,HIIT
39,151,21.87,672.0,1,32.6,Female,1.6,184,69,0.89,2.0,56.0,2,Yoga
47,159,12.32,1015.0,2,29.6,Male,1.93,166,65,1.29,2.0,45.9,3,Cardio
34,147,32.72,1536.0,3,14.4,Male,1.64,197,70,1.9,3.5,88.0,4,Yoga
43,156,29.34,1012.0,1,23.2,Male,1.79,187,62,1.31,3.4,94.0,2,HIIT
53,160,13.95,965.0,2,26.7,Female,1.79,164,72,1.34,2.1,44.7,3,Yoga
18,120,23.79,436.0,1,27.5,Male,1.63,162,73,0.66,2.2,63.2,3,Cardio
25,160,26.48,1294.0,2,23.8,Male,1.9,190,72,1.47,2.4,95.6,4,Cardio
52,129,13.82,645.0,2,24.7,Male,1.86,179,67,1.01,2.8,47.8,3,Yoga
32,123,31.71,1197.0,3,13.2,Male,1.64,178,69,1.77,3.5,85.3,4,Cardio
39,154,17.83,1143.0,2,29.1,Male,1.83,170,59,1.35,2.3,59.7,4,Strength
31,129,17.91,504.0,1,24.2,Male,1.98,199,61,0.71,2.5,70.2,2,Yoga
43,166,22.44,590.0,1,32.8,Female,1.8,162,50,0.79,2.1,72.7,3,Cardio
45,130,15.73,433.0,1,27.7,Female,1.79,182,59,0.74,2.5,50.4,2,Cardio
40,133,26.99,666.0,1,27.0,Male,1.74,166,58,0.91,2.7,81.7,2,Yoga
31,157,18.79,484.0,1,20.0,Male,1.62,182,52,0.56,3.2,49.3,2,Strength
41,131,23.01,1138.0,3,19.4,Female,1.64,166,68,1.93,2.7,61.9,4,Yoga
19,164,17.4,1164.0,2,25.3,Female,1.68,193,58,1.42,2.6,49.1,4,Cardio
43,136,19.86,747.0,2,27.1,Male,1.83,178,59,1.11,2.4,66.5,3,Yoga
31,135,20.27,446.0,1,20.5,Male,1.93,168,68,0.6,3.4,75.5,2,Cardio
24,154,27.53,1491.0,3,11.3,Male,1.79,177,65,1.76,3.5,88.2,4,HIIT
20,121,24.42,885.0,2,25.0,Male,1.75,184,73,1.33,3.3,74.8,3,Yoga
40,130,28.2,566.0,1,29.2,Female,1.6,173,67,0.87,1.9,72.2,3,Yoga
35,160,23.64,1241.0,2,21.9,Male,1.63,184,63,1.41,3.7,62.8,4,Cardio
55,122,26.43,719.0,2,23.3,Male,1.79,178,52,1.19,2.4,84.7,3,Cardio
52,148,40.79,388.0,1,27.3,Male,1.69,198,51,0.53,2.4,116.5,2,Cardio
32,137,21.0,1047.0,2,26.7,Male,1.92,174,50,1.39,3.3,77.4,3,Cardio
42,139,27.78,732.0,2,25.7,Female,1.62,175,67,1.17,2.0,72.9,4,Yoga
54,166,23.1,807.0,1,32.5,Female,1.59,186,73,1.08,1.9,58.4,2,Cardio
45,133,27.11,999.0,3,15.3,Female,1.54,199,58,1.67,2.7,64.3,4,Yoga
27,153,25.54,1363.0,3,12.7,Male,1.87,169,62,1.62,3.5,89.3,5,Strength
56,168,34.8,1148.0,2,22.6,Male,1.61,163,51,1.38,2.3,90.2,3,Yoga
34,150,22.48,847.0,2,30.9,Female,1.62,178,56,1.13,2.4,59.0,4,Cardio
56,159,16.97,858.0,2,22.6,Male,1.86,187,65,1.09,3.3,58.7,3,Cardio
39,161,38.49,1116.0,2,29.8,Male,1.82,180,70,1.26,3.0,127.5,3,Strength
43,137,29.69,875.0,2,28.1,Female,1.52,173,68,1.42,2.6,68.6,4,Yoga
42,149,24.22,717.0,1,27.4,Female,1.53,192,74,1.07,1.9,56.7,3,Strength
34,144,20.36,958.0,2,27.8,Female,1.78,169,64,1.33,1.8,64.5,4,Yoga
30,138,26.66,1228.0,3,19.5,Female,1.52,178,71,1.78,2.7,61.6,4,Cardio
37,127,22.67,859.0,2,26.4,Male,1.82,189,60,1.23,3.2,75.1,4,Yoga
42,147,21.29,888.0,1,27.3,Male,1.93,181,50,1.22,3.3,79.3,2,Cardio
21,127,25.72,756.0,2,34.2,Female,1.68,162,70,1.19,1.8,72.6,3,Cardio
27,150,26.54,792.0,1,29.1,Male,1.7,196,56,0.96,2.1,76.7,3,HIIT
20,122,17.05,659.0,1,32.4,Female,1.61,177,69,1.08,2.5,44.2,2,HIIT
58,122,19.55,406.0,1,27.0,Female,1.7,170,57,0.74,2.7,56.5,2,Yoga
35,163,37.98,986.0,1,28.4,Male,1.63,161,59,1.1,3.1,100.9,2,Cardio
53,141,23.23,711.0,2,27.0,Female,1.55,171,54,1.12,1.8,55.8,4,Strength
39,136,15.65,1010.0,2,27.4,Male,1.93,165,58,1.35,3.7,58.3,4,Cardio
51,155,15.51,1128.0,1,26.9,Male,1.77,199,74,1.47,3.5,48.6,2,Strength
25,136,21.49,1451.0,3,13.8,Male,1.95,188,74,1.94,3.5,81.7,4,Yoga
57,133,29.97,1159.0,3,12.7,Male,1.69,189,50,1.76,3.5,85.6,5,Yoga
36,128,20.28,1043.0,3,18.2,Female,1.72,161,51,1.63,2.7,60.0,5,Strength
59,149,44.26,915.0,1,29.5,Male,1.69,168,68,1.24,2.9,126.4,3,Strength
58,140,23.8,662.0,2,26.0,Female,1.78,161,63,1.05,2.5,75.4,4,Cardio
54,131,22.48,996.0,3,16.5,Female,1.69,188,69,1.69,2.7,64.2,4,Yoga
23,156,24.84,1069.0,2,31.1,Female,1.62,192,59,1.37,2.5,65.2,3,Cardio
43,151,25.44,673.0,1,34.6,Female,1.66,169,58,0.99,2.6,70.1,2,Strength
51,130,32.75,779.0,1,21.0,Male,1.77,193,59,1.21,3.4,102.6,2,HIIT
23,139,28.78,879.0,2,20.2,Male,1.93,167,55,1.15,3.1,107.2,4,HIIT
54,154,18.45,1220.0,3,15.3,Female,1.75,196,66,1.76,2.7,56.5,5,HIIT
50,166,20.11,911.0,2,25.5,Female,1.75,192,74,1.22,2.2,61.6,4,Strength
39,165,26.68,1198.0,2,29.1,Male,1.75,165,55,1.32,2.8,81.7,4,Cardio
38,130,30.68,481.0,1,32.2,Female,1.58,199,53,0.74,2.3,76.6,2,Yoga
23,127,36.45,698.0,2,26.8,Male,1.79,178,69,1.0,3.4,116.8,4,Strength
23,123,23.77,1107.0,3,17.6,Female,1.59,191,52,1.8,2.7,60.1,4,HIIT
21,146,31.31,803.0,1,27.8,Male,1.73,186,72,1.0,3.6,93.7,2,Cardio
47,163,16.66,756.0,2,26.6,Female,1.58,160,68,1.03,2.1,41.6,4,Yoga
28,159,17.2,1582.0,3,17.0,Female,1.79,192,67,1.99,2.7,55.1,5,Yoga
47,157,41.03,552.0,1,24.9,Male,1.76,199,73,0.71,3.0,127.1,2,Strength
48,166,26.99,1001.0,2,26.1,Female,1.6,191,53,1.34,2.0,69.1,4,Strength
41,149,22.06,898.0,1,29.2,Female,1.74,164,57,1.34,2.3,66.8,3,Yoga
26,163,40.52,1031.0,2,23.2,Male,1.76,176,66,1.15,3.1,125.5,4,Yoga
20,167,28.56,893.0,2,25.4,Female,1.58,167,54,1.07,1.5,71.3,3,HIIT
48,167,49.84,876.0,2,21.4,Male,1.61,193,62,1.06,2.9,129.2,4,Yoga
57,146,27.84,795.0,2,27.6,Male,1.86,168,74,1.1,2.2,96.3,3,Strength
54,140,28.46,454.0,1,25.2,Female,1.54,182,50,0.72,1.5,67.5,3,Cardio
53,139,26.81,1107.0,3,19.7,Female,1.55,194,62,1.77,2.7,64.4,4,HIIT
41,123,26.33,576.0,2,25.9,Female,1.57,166,53,1.04,2.4,64.9,4,HIIT
48,130,18.98,433.0,1,33.0,Female,1.66,174,71,0.74,1.8,52.3,3,Yoga
23,132,23.6,911.0,2,34.0,Female,1.55,179,73,1.38,1.9,56.7,4,Cardio
19,128,17.61,864.0,2,34.4,Female,1.63,184,63,1.35,1.6,46.8,4,HIIT
37,123,22.44,621.0,1,33.7,Female,1.77,162,52,1.01,1.7,70.3,2,Strength
